date,fac_b,total_vehicles,cash,ezpass,violation,autos,small_t,large_t,buses,violationrate,avg_speed,delta,awnd,prcp,snow,snwd,tmax,tmin,severe_event_count,severe_flag,gas_price,ezpass_ratio,high_violation
7/25/2015,GWB Lower,56565,12267,41839,2459,56153,84,18,310,0.043472112,null,null,6.49,0,0,0,87,65,0,0,2.666,0.739662335,0
7/25/2015,GWB PIP,20175,3029,16401,745,20101,20,3,51,0.03692689,null,null,6.49,0,0,0,87,65,0,0,2.666,0.812936803,0
7/25/2015,GWB Upper,77891,21579,54331,1981,71889,1953,3135,914,0.025432977,null,null,6.49,0,0,0,87,65,0,0,2.666,0.69752603,0
7/25/2015,Goethals,46599,9780,35511,1308,44981,738,639,241,0.028069272,null,null,6.49,0,0,0,87,65,0,0,2.666,0.76205498,0
7/25/2015,Holland,46090,11471,33294,1325,44890,653,11,536,0.028748102,null,null,6.49,0,0,0,87,65,0,0,2.666,0.722369278,0
7/25/2015,Lincoln,53729,10981,41263,1485,48380,1141,310,3898,0.027638705,null,null,6.49,0,0,0,87,65,0,0,2.666,0.76798377,0
7/25/2015,Outerbridge,45881,6283,37871,1727,44489,583,643,166,0.037640854,null,null,6.49,0,0,0,87,65,0,0,2.666,0.825417929,0
7/26/2015,Bayonne,2933,469,2374,90,2906,8,14,5,0.030685305,null,null,10.74,0,0,0,93,71,0,0,2.666,0.80941016,0
7/26/2015,GWB Lower,56969,11600,43052,2317,56617,51,7,294,0.040671242,null,null,10.74,0,0,0,93,71,0,0,2.666,0.755709245,0
7/26/2015,GWB PIP,22193,3060,18341,792,22149,9,1,34,0.035686928,null,null,10.74,0,0,0,93,71,0,0,2.666,0.826431758,0
7/26/2015,GWB Upper,71536,20702,49043,1791,67655,862,2308,711,0.025036345,null,null,10.74,0,0,0,93,71,0,0,2.666,0.685570901,0
7/26/2015,Goethals,44823,8911,34744,1168,43923,324,405,171,0.026058051,null,null,10.74,0,0,0,93,71,0,0,2.666,0.775137764,0
7/26/2015,Holland,44104,10624,32260,1220,43322,282,6,494,0.02766189,null,null,10.74,0,0,0,93,71,0,0,2.666,0.731452929,0
7/26/2015,Lincoln,54405,10505,42474,1426,50377,518,139,3371,0.026210826,null,null,10.74,0,0,0,93,71,0,0,2.666,0.780700303,0
7/26/2015,Outerbridge,46809,6427,38661,1721,46016,274,373,146,0.036766434,null,null,10.74,0,0,0,93,71,0,0,2.666,0.825930911,0
7/27/2015,Bayonne,5897,473,5246,178,5553,172,137,35,0.03018484,null,null,6.93,0.01,0,0,86,73,0,0,2.666,0.889604884,0
7/27/2015,GWB Lower,65855,9674,53151,3030,65299,150,23,383,0.046010174,null,null,6.93,0.01,0,0,86,73,0,0,2.666,0.807091337,0
7/27/2015,GWB PIP,24102,2296,21087,719,23832,21,2,247,0.029831549,null,null,6.93,0.01,0,0,86,73,0,0,2.666,0.874906647,0
7/27/2015,GWB Upper,62055,13371,46994,1690,49233,4602,7346,874,0.027233905,null,null,6.93,0.01,0,0,86,73,0,0,2.666,0.757295947,0
7/27/2015,Goethals,42857,6485,35010,1362,38278,1880,2283,416,0.031780106,null,null,6.93,0.01,0,0,86,73,0,0,2.666,0.816902723,0
7/27/2015,Holland,43999,8402,34384,1213,41732,1479,28,760,0.027568808,null,null,6.93,0.01,0,0,86,73,0,0,2.666,0.781472306,0
7/27/2015,Lincoln,51206,6920,42616,1670,40565,2944,643,7054,0.032613366,null,null,6.93,0.01,0,0,86,73,0,0,2.666,0.832246221,0
7/27/2015,Outerbridge,42453,4539,36166,1748,39605,1177,1502,169,0.041174946,null,null,6.93,0.01,0,0,86,73,0,0,2.666,0.851906815,0
7/28/2015,Bayonne,5972,460,5357,155,5621,174,139,38,0.025954454,null,null,4.7,0,0,0,94,72,0,0,2.666,0.897019424,0
7/28/2015,GWB Lower,55611,8364,45151,2096,55083,142,23,363,0.037690385,null,null,4.7,0,0,0,94,72,0,0,2.666,0.811907716,0
7/28/2015,GWB PIP,23361,2146,20471,744,23095,18,2,246,0.031847952,null,null,4.7,0,0,0,94,72,0,0,2.666,0.876289542,0
7/28/2015,GWB Upper,66719,12289,52737,1693,52707,4983,8150,879,0.025375081,null,null,4.7,0,0,0,94,72,0,0,2.666,0.790434509,0
7/28/2015,Goethals,41151,5682,34030,1439,36137,2069,2523,422,0.034968774,null,null,4.7,0,0,0,94,72,0,0,2.666,0.826954387,0
7/28/2015,Holland,43276,7585,34481,1210,40942,1574,22,738,0.02796007,null,null,4.7,0,0,0,94,72,0,0,2.666,0.796769572,0
7/28/2015,Lincoln,51862,6507,43685,1670,40963,3114,670,7115,0.032200841,null,null,4.7,0,0,0,94,72,0,0,2.666,0.842331572,0
7/28/2015,Outerbridge,41833,4178,35988,1667,38620,1363,1706,144,0.039848923,null,null,4.7,0,0,0,94,72,0,0,2.666,0.860277771,0
7/29/2015,Bayonne,6104,460,5480,164,5744,187,142,31,0.026867628,null,null,6.71,0,0,0,96,75,0,0,2.666,0.897771953,0
7/29/2015,GWB Lower,56918,8464,46396,2058,56387,127,17,387,0.036157279,null,null,6.71,0,0,0,96,75,0,0,2.666,0.815137566,0
7/29/2015,GWB PIP,22728,2208,19772,748,22446,29,2,251,0.032910947,null,null,6.71,0,0,0,96,75,0,0,2.666,0.869940162,0
7/29/2015,GWB Upper,68416,12984,53601,1831,54410,4854,8235,917,0.026762746,null,null,6.71,0,0,0,96,75,0,0,2.666,0.783457086,0
7/29/2015,Goethals,41856,6035,34416,1405,36768,2086,2612,390,0.033567469,null,null,6.71,0,0,0,96,75,0,0,2.666,0.822247706,0
7/29/2015,Holland,44866,7759,35835,1272,42418,1649,22,777,0.02835109,null,null,6.71,0,0,0,96,75,0,0,2.666,0.798711719,0
7/29/2015,Lincoln,52801,6703,44399,1699,41803,3138,687,7173,0.032177421,null,null,6.71,0,0,0,96,75,0,0,2.666,0.840874226,0
7/29/2015,Outerbridge,43157,4324,37072,1761,39992,1315,1678,172,0.040804504,null,null,6.71,0,0,0,96,75,0,0,2.666,0.859003174,0
7/30/2015,Bayonne,6119,483,5474,162,5745,180,151,43,0.026474914,null,null,9.17,0.84,0,0,90,76,0,0,2.666,0.894590619,0
7/30/2015,GWB Lower,54600,8066,44662,1872,54032,154,21,393,0.034285714,null,null,9.17,0.84,0,0,90,76,0,0,2.666,0.817985348,0
7/30/2015,GWB PIP,22288,2026,19476,786,22010,25,1,252,0.035265614,null,null,9.17,0.84,0,0,90,76,0,0,2.666,0.873833453,0
7/30/2015,GWB Upper,74010,14069,57814,2127,59643,5045,8351,971,0.02873936,null,null,9.17,0.84,0,0,90,76,0,0,2.666,0.781164707,0
7/30/2015,Goethals,41425,6076,34041,1308,36422,1978,2634,391,0.031575136,null,null,9.17,0.84,0,0,90,76,0,0,2.666,0.821750151,0
7/30/2015,Holland,45260,7916,36018,1326,42810,1680,28,742,0.029297393,null,null,9.17,0.84,0,0,90,76,0,0,2.666,0.795802033,0
7/30/2015,Lincoln,55156,7056,46349,1751,44063,3166,728,7199,0.03174632,null,null,9.17,0.84,0,0,90,76,0,0,2.666,0.840325622,0
7/30/2015,Outerbridge,41893,4321,35865,1707,38682,1378,1669,164,0.040746664,null,null,9.17,0.84,0,0,90,76,0,0,2.666,0.856109613,0
7/31/2015,Bayonne,7052,779,6054,219,6648,186,173,45,0.03105502,null,null,8.05,0,0,0,93,73,0,0,2.666,0.858479864,0
7/31/2015,GWB Lower,66957,11444,52941,2572,66319,141,19,478,0.038412713,null,null,8.05,0,0,0,93,73,0,0,2.666,0.790671625,0
7/31/2015,GWB PIP,20849,2483,17533,833,20559,33,1,256,0.039953955,null,null,8.05,0,0,0,93,73,0,0,2.666,0.840951604,0
7/31/2015,GWB Upper,67350,15367,50090,1893,54322,4912,7212,904,0.028106904,null,null,8.05,0,0,0,93,73,0,0,2.666,0.7437268,0
7/31/2015,Goethals,43878,7337,35000,1541,39276,1864,2324,414,0.035120106,null,null,8.05,0,0,0,93,73,0,0,2.666,0.797666256,0
7/31/2015,Holland,44942,9356,34113,1473,42520,1695,23,704,0.032775577,null,null,8.05,0,0,0,93,73,0,0,2.666,0.759044991,0
7/31/2015,Lincoln,54478,8555,44123,1801,43393,3106,658,7321,0.033059217,null,null,8.05,0,0,0,93,73,0,0,2.666,0.809923272,0
7/31/2015,Outerbridge,44666,5268,37612,1786,41628,1273,1625,140,0.039985671,null,null,8.05,0,0,0,93,73,0,0,2.666,0.84207227,0
8/1/2015,Bayonne,5,0,5,0,5,0,0,0,0,null,null,10.51,0,0,0,91,73,0,0,2.666,1,0
8/1/2015,GWB Lower,59413,12792,44194,2427,58990,78,14,331,0.040849646,null,null,10.51,0,0,0,91,73,0,0,2.666,0.74384394,0
8/1/2015,GWB PIP,19613,2950,15951,712,19556,7,3,47,0.036302452,null,null,10.51,0,0,0,91,73,0,0,2.666,0.813287105,0
8/1/2015,GWB Upper,75783,21379,52468,1936,69587,2154,3188,854,0.025546627,null,null,10.51,0,0,0,91,73,0,0,2.666,0.692345249,0
8/1/2015,Goethals,46774,9792,35599,1383,44995,793,762,224,0.029567709,null,null,10.51,0,0,0,91,73,0,0,2.666,0.761085218,0
8/1/2015,Holland,45585,11526,32699,1360,44374,706,12,493,0.029834375,null,null,10.51,0,0,0,91,73,0,0,2.666,0.717319294,0
8/1/2015,Lincoln,53830,11189,41149,1492,48363,1248,282,3937,0.027716886,null,null,10.51,0,0,0,91,73,0,0,2.666,0.764425042,0
8/1/2015,Outerbridge,45901,6442,37750,1709,44455,610,669,167,0.037232304,null,null,10.51,0,0,0,91,73,0,0,2.666,0.822422169,0
8/2/2015,Bayonne,5720,935,4629,156,5637,46,13,24,0.027272727,null,null,6.49,0,0,0,92,66,0,0,2.666,0.809265734,0
8/2/2015,GWB Lower,57453,11248,43731,2474,57090,45,8,310,0.043061285,null,null,6.49,0,0,0,92,66,0,0,2.666,0.761161297,0
8/2/2015,GWB PIP,24049,3316,19758,975,23975,21,0,53,0.040542226,null,null,6.49,0,0,0,92,66,0,0,2.666,0.821572623,0
8/2/2015,GWB Upper,70721,20381,48501,1839,66956,956,2162,647,0.026003592,null,null,6.49,0,0,0,92,66,0,0,2.666,0.68580761,0
8/2/2015,Goethals,45540,9199,35239,1102,44697,345,351,147,0.024198507,null,null,6.49,0,0,0,92,66,0,0,2.666,0.77380325,0
8/2/2015,Holland,45212,10872,33064,1276,44430,337,6,439,0.028222596,null,null,6.49,0,0,0,92,66,0,0,2.666,0.731310272,0
8/2/2015,Lincoln,58225,11113,45608,1504,54103,499,143,3480,0.025830829,null,null,6.49,0,0,0,92,66,0,0,2.666,0.78330614,0
8/2/2015,Outerbridge,47471,6320,39496,1655,46722,252,350,147,0.03486339,null,null,6.49,0,0,0,92,66,0,0,2.666,0.832002696,0
8/3/2015,Bayonne,6027,484,5371,172,5651,185,157,34,0.028538245,null,null,11.18,0,0,0,93,70,0,0,2.666,0.891156463,0
8/3/2015,GWB Lower,56208,8192,45527,2489,55653,153,17,385,0.044281953,null,null,11.18,0,0,0,93,70,0,0,2.666,0.809973669,0
8/3/2015,GWB PIP,24780,2307,21578,895,24517,31,7,225,0.036117837,null,null,11.18,0,0,0,93,70,0,0,2.666,0.870782889,0
8/3/2015,GWB Upper,71659,15416,54392,1852,58723,4617,7419,900,0.025844625,null,null,11.18,0,0,0,93,70,0,0,2.666,0.759039339,0
8/3/2015,Goethals,42515,6416,34651,1449,38091,1814,2209,401,0.034082089,null,null,11.18,0,0,0,93,70,0,0,2.666,0.815029989,0
8/3/2015,Holland,43188,8459,33495,1234,40970,1462,21,735,0.028572752,null,null,11.18,0,0,0,93,70,0,0,2.666,0.775562656,0
8/3/2015,Lincoln,52474,7074,42964,2436,41712,2849,719,7194,0.04642299,null,null,11.18,0,0,0,93,70,0,0,2.666,0.81876739,0
8/3/2015,Outerbridge,43963,4626,37508,1829,41106,1171,1534,152,0.041603166,null,null,11.18,0,0,0,93,70,0,0,2.666,0.853171986,0
8/4/2015,Bayonne,12377,1192,10827,358,11475,402,417,83,0.028924618,null,null,11.86,0.17,0,0,93,69,0,0,2.666,0.874767714,0
8/4/2015,GWB Lower,55568,8116,45660,1792,55082,143,14,329,0.032248776,null,null,11.86,0.17,0,0,93,69,0,0,2.666,0.82169594,0
8/4/2015,GWB PIP,21871,1986,19120,765,21612,29,3,227,0.034977825,null,null,11.86,0.17,0,0,93,69,0,0,2.666,0.874217,0
8/4/2015,GWB Upper,66184,12937,51552,1695,52677,4782,7827,898,0.025610419,null,null,11.86,0.17,0,0,93,69,0,0,2.666,0.778919376,0
8/4/2015,Goethals,27275,4029,22283,963,23818,1493,1753,211,0.035307058,null,null,11.86,0.17,0,0,93,69,0,0,2.666,0.816975252,0
8/4/2015,Holland,42908,7752,34000,1156,40605,1592,21,690,0.026941363,null,null,11.86,0.17,0,0,93,69,0,0,2.666,0.792393027,0
8/4/2015,Lincoln,52265,6784,43868,1613,41581,3026,707,6951,0.030861954,null,null,11.86,0.17,0,0,93,69,0,0,2.666,0.839337989,0
8/4/2015,Outerbridge,47123,5242,39972,1909,43604,1493,1820,206,0.040511003,null,null,11.86,0.17,0,0,93,69,0,0,2.666,0.848248202,0
8/5/2015,Bayonne,6293,488,5650,156,5867,206,186,34,0.024789449,null,null,8.95,0,0,0,90,69,0,0,2.666,0.897822978,0
8/5/2015,GWB Lower,60101,8767,49394,1940,59538,163,14,386,0.032278997,null,null,8.95,0,0,0,90,69,0,0,2.666,0.821849886,0
8/5/2015,GWB PIP,22244,2071,19452,721,21979,24,4,237,0.032413235,null,null,8.95,0,0,0,90,69,0,0,2.666,0.874483007,0
8/5/2015,GWB Upper,68143,13194,53128,1821,53827,5000,8395,921,0.026723214,null,null,8.95,0,0,0,90,69,0,0,2.666,0.77965455,0
8/5/2015,Goethals,42153,5909,34900,1344,37097,1978,2662,416,0.031883852,null,null,8.95,0,0,0,90,69,0,0,2.666,0.827936327,0
8/5/2015,Holland,44235,7665,35386,1184,41844,1641,24,726,0.026766135,null,null,8.95,0,0,0,90,69,0,0,2.666,0.799954787,0
8/5/2015,Lincoln,53661,6822,45121,1718,42671,3134,680,7176,0.032015803,null,null,8.95,0,0,0,90,69,0,0,2.666,0.840852761,0
8/5/2015,Outerbridge,43555,4368,37445,1742,40323,1316,1715,201,0.039995408,null,null,8.95,0,0,0,90,69,0,0,2.666,0.859717598,0
8/6/2015,Bayonne,6071,487,5448,136,5685,207,144,35,0.022401581,null,null,6.04,0,0,0,85,66,0,0,2.666,0.897380992,0
8/6/2015,GWB Lower,56952,8236,46530,2186,56429,160,17,346,0.0383832,null,null,6.04,0,0,0,85,66,0,0,2.666,0.817003793,0
8/6/2015,GWB PIP,22861,2174,19932,755,22588,32,4,237,0.033025677,null,null,6.04,0,0,0,85,66,0,0,2.666,0.871877871,0
8/6/2015,GWB Upper,72150,14157,56026,1967,58093,5043,8050,964,0.027262647,null,null,6.04,0,0,0,85,66,0,0,2.666,0.776521137,0
8/6/2015,Goethals,43791,6386,36092,1314,38729,1971,2654,437,0.030006166,null,null,6.04,0,0,0,85,66,0,0,2.666,0.824187618,0
8/6/2015,Holland,45081,7905,35883,1293,42715,1615,19,732,0.028681706,null,null,6.04,0,0,0,85,66,0,0,2.666,0.795967259,0
8/6/2015,Lincoln,56335,7394,47235,1706,45251,3239,724,7121,0.030283128,null,null,6.04,0,0,0,85,66,0,0,2.666,0.838466318,0
8/6/2015,Outerbridge,42860,4280,36785,1795,39628,1300,1784,148,0.041880541,null,null,6.04,0,0,0,85,66,0,0,2.666,0.858259449,0
8/7/2015,Bayonne,6998,698,6110,191,6603,185,171,39,0.027293512,null,null,8.72,0,0,0,84,67,0,0,2.666,0.873106602,0
8/7/2015,GWB Lower,67045,10807,53209,3029,66427,167,13,438,0.045178611,null,null,8.72,0,0,0,84,67,0,0,2.666,0.793631143,0
8/7/2015,GWB PIP,21169,2497,17947,725,20916,16,1,236,0.034248193,null,null,8.72,0,0,0,84,67,0,0,2.666,0.847796306,0
8/7/2015,GWB Upper,70405,16060,52493,1852,57231,4885,7353,936,0.02630495,null,null,8.72,0,0,0,84,67,0,0,2.666,0.745586251,0
8/7/2015,Goethals,43224,7225,34595,1404,38731,1813,2288,392,0.032481954,null,null,8.72,0,0,0,84,67,0,0,2.666,0.800365538,0
8/7/2015,Holland,45189,9230,34643,1316,42873,1556,23,737,0.029122131,null,null,8.72,0,0,0,84,67,0,0,2.666,0.766624621,0
8/7/2015,Lincoln,52110,8005,42502,1603,41047,3106,701,7256,0.03076185,null,null,8.72,0,0,0,84,67,0,0,2.666,0.815620802,0
8/7/2015,Outerbridge,42427,4877,35758,1793,39437,1230,1609,151,0.042260824,null,null,8.72,0,0,0,84,67,0,0,2.666,0.84281236,0
8/8/2015,Bayonne,5,0,4,1,5,0,0,0,0.2,null,null,6.04,0,0,0,83,65,0,0,2.666,0.8,1
8/8/2015,GWB Lower,67768,13098,51170,3500,67176,126,14,452,0.051646795,null,null,6.04,0,0,0,83,65,0,0,2.666,0.755076142,0
8/8/2015,GWB PIP,21010,3135,17072,803,20945,16,0,49,0.038219895,null,null,6.04,0,0,0,83,65,0,0,2.666,0.812565445,0
8/8/2015,GWB Upper,68323,19433,47166,1724,62601,1878,3048,796,0.025233084,null,null,6.04,0,0,0,83,65,0,0,2.666,0.690338539,0
8/8/2015,Goethals,46543,9792,35457,1294,44961,737,625,220,0.027802247,null,null,6.04,0,0,0,83,65,0,0,2.666,0.761811658,0
8/8/2015,Holland,44846,11330,32232,1284,43694,644,7,501,0.028631316,null,null,6.04,0,0,0,83,65,0,0,2.666,0.718726308,0
8/8/2015,Lincoln,52991,10634,40896,1461,47721,1126,307,3837,0.02757072,null,null,6.04,0,0,0,83,65,0,0,2.666,0.771753694,0
8/8/2015,Outerbridge,45710,6419,37665,1626,44218,591,746,155,0.035572085,null,null,6.04,0,0,0,83,65,0,0,2.666,0.823999125,0
8/9/2015,Bayonne,5605,933,4556,116,5532,31,15,27,0.020695807,null,null,7.61,0,0,0,85,69,0,0,2.666,0.812845674,0
8/9/2015,GWB Lower,65704,11717,50694,3293,65283,76,9,336,0.050118714,null,null,7.61,0,0,0,85,69,0,0,2.666,0.771551199,0
8/9/2015,GWB PIP,26336,3613,21738,985,26260,12,2,62,0.037401276,null,null,7.61,0,0,0,85,69,0,0,2.666,0.825410085,0
8/9/2015,GWB Upper,65641,20158,43824,1659,61883,832,2326,600,0.025273838,null,null,7.61,0,0,0,85,69,0,0,2.666,0.667631511,0
8/9/2015,Goethals,45617,9215,35283,1119,44764,335,347,171,0.024530329,null,null,7.61,0,0,0,85,69,0,0,2.666,0.773461648,0
8/9/2015,Holland,44288,10840,32201,1247,43507,304,15,462,0.028156611,null,null,7.61,0,0,0,85,69,0,0,2.666,0.727081828,0
8/9/2015,Lincoln,55077,10715,42925,1437,51022,475,141,3439,0.026090746,null,null,7.61,0,0,0,85,69,0,0,2.666,0.779363437,0
8/9/2015,Outerbridge,47577,6465,39349,1763,46753,304,366,154,0.03705572,null,null,7.61,0,0,0,85,69,0,0,2.666,0.827059293,0
8/10/2015,Bayonne,5955,489,5287,179,5552,215,150,38,0.030058774,null,null,7.83,0,0,0,81,68,0,0,2.666,0.887825357,0
8/10/2015,GWB Lower,63172,8998,51227,2947,62647,144,21,360,0.046650415,null,null,7.83,0,0,0,81,68,0,0,2.666,0.810913063,0
8/10/2015,GWB PIP,24090,2257,21055,778,23863,26,1,200,0.032295558,null,null,7.83,0,0,0,81,68,0,0,2.666,0.874014114,0
8/10/2015,GWB Upper,66071,14291,50053,1728,53141,4548,7530,852,0.026153683,null,null,7.83,0,0,0,81,68,0,0,2.666,0.757563833,0
8/10/2015,Goethals,43128,6581,35174,1374,38610,1777,2312,429,0.031858653,null,null,7.83,0,0,0,81,68,0,0,2.666,0.81557225,0
8/10/2015,Holland,42892,8169,33543,1180,40695,1470,23,704,0.027510958,null,null,7.83,0,0,0,81,68,0,0,2.666,0.782033946,0
8/10/2015,Lincoln,50495,6750,42046,1699,39938,2818,614,7125,0.033646896,null,null,7.83,0,0,0,81,68,0,0,2.666,0.832676503,0
8/10/2015,Outerbridge,43717,4616,37302,1799,40834,1218,1508,157,0.04115104,null,null,7.83,0,0,0,81,68,0,0,2.666,0.853260745,0
8/11/2015,Bayonne,6422,498,5758,166,6034,212,137,39,0.025848645,null,null,9.62,0.96,0,0,82,71,0,0,2.666,0.896605419,0
8/11/2015,GWB Lower,56378,7840,46289,2249,55893,155,16,314,0.039891447,null,null,9.62,0.96,0,0,82,71,0,0,2.666,0.821047217,0
8/11/2015,GWB PIP,20382,1837,17931,614,20157,24,4,197,0.03012462,null,null,9.62,0.96,0,0,82,71,0,0,2.666,0.879746835,0
8/11/2015,GWB Upper,60191,11440,47262,1489,46683,4635,8071,802,0.024737918,null,null,9.62,0.96,0,0,82,71,0,0,2.666,0.785200445,0
8/11/2015,Goethals,37783,5264,31365,1154,33395,1735,2275,378,0.030542837,null,null,9.62,0.96,0,0,82,71,0,0,2.666,0.830135246,0
8/11/2015,Holland,40995,7075,32763,1157,38803,1505,31,656,0.028222954,null,null,9.62,0.96,0,0,82,71,0,0,2.666,0.799195024,0
8/11/2015,Lincoln,50897,6130,43167,1600,40214,3118,650,6915,0.031436037,null,null,9.62,0.96,0,0,82,71,0,0,2.666,0.848124644,0
8/11/2015,Outerbridge,38499,3795,33107,1597,35378,1271,1692,158,0.041481597,null,null,9.62,0.96,0,0,82,71,0,0,2.666,0.859944414,0
8/12/2015,Bayonne,6042,461,5439,142,5655,192,158,37,0.023502152,null,null,9.84,0,0,0,87,69,0,0,2.666,0.90019861,0
8/12/2015,GWB Lower,62647,8468,51729,2450,62095,138,15,399,0.039108018,null,null,9.84,0,0,0,87,69,0,0,2.666,0.825721902,0
8/12/2015,GWB PIP,21522,1974,18918,630,21270,29,1,222,0.029272372,null,null,9.84,0,0,0,87,69,0,0,2.666,0.879007527,0
8/12/2015,GWB Upper,62725,12164,48938,1623,49026,4792,8034,873,0.025874851,null,null,9.84,0,0,0,87,69,0,0,2.666,0.780199283,0
8/12/2015,Goethals,41893,5843,34842,1208,36903,1969,2571,450,0.028835366,null,null,9.84,0,0,0,87,69,0,0,2.666,0.831690259,0
8/12/2015,Holland,44852,7754,35859,1239,42435,1598,26,793,0.027624186,null,null,9.84,0,0,0,87,69,0,0,2.666,0.799496121,0
8/12/2015,Lincoln,52499,6613,44367,1519,41615,3147,663,7074,0.028933884,null,null,9.84,0,0,0,87,69,0,0,2.666,0.845101811,0
8/12/2015,Outerbridge,43010,4195,37070,1745,39762,1299,1788,161,0.04057196,null,null,9.84,0,0,0,87,69,0,0,2.666,0.861892583,0
8/13/2015,Bayonne,6437,516,5772,149,6067,180,148,42,0.023147429,null,null,7.61,0,0,0,85,68,0,0,2.666,0.896691005,0
8/13/2015,GWB Lower,64978,8877,53437,2664,64359,169,16,434,0.040998492,null,null,7.61,0,0,0,85,68,0,0,2.666,0.822386038,0
8/13/2015,GWB PIP,22959,2155,20068,736,22705,22,3,229,0.032057145,null,null,7.61,0,0,0,85,68,0,0,2.666,0.874079882,0
8/13/2015,GWB Upper,67576,13422,52450,1707,53224,5173,8287,892,0.025260447,null,null,7.61,0,0,0,85,68,0,0,2.666,0.776163135,0
8/13/2015,Goethals,42567,6047,35174,1346,37448,2026,2639,454,0.031620739,null,null,7.61,0,0,0,85,68,0,0,2.666,0.826320859,0
8/13/2015,Holland,45149,8013,35888,1248,42752,1572,23,802,0.027641808,null,null,7.61,0,0,0,85,68,0,0,2.666,0.794879178,0
8/13/2015,Lincoln,53198,6894,44751,1553,42155,3210,713,7120,0.029192827,null,null,7.61,0,0,0,85,68,0,0,2.666,0.841215835,0
8/13/2015,Outerbridge,44707,4477,38414,1816,41369,1339,1811,188,0.040620037,null,null,7.61,0,0,0,85,68,0,0,2.666,0.859239045,0
8/14/2015,Bayonne,6430,661,5578,191,6057,174,161,38,0.02970451,null,null,6.04,0,0,0,90,63,0,0,2.666,0.867496112,0
8/14/2015,GWB Lower,66734,10715,52857,3162,66099,163,27,445,0.047382144,null,null,6.04,0,0,0,90,63,0,0,2.666,0.792055024,0
8/14/2015,GWB PIP,21479,2485,18276,718,21218,26,2,233,0.033427999,null,null,6.04,0,0,0,90,63,0,0,2.666,0.850877601,0
8/14/2015,GWB Upper,69462,15714,51955,1794,56322,4816,7416,908,0.025827071,null,null,6.04,0,0,0,90,63,0,0,2.666,0.747962915,0
8/14/2015,Goethals,44056,7247,35395,1414,39641,1816,2220,379,0.032095515,null,null,6.04,0,0,0,90,63,0,0,2.666,0.803409297,0
8/14/2015,Holland,44042,9203,33490,1349,41751,1554,27,710,0.030629853,null,null,6.04,0,0,0,90,63,0,0,2.666,0.760410517,0
8/14/2015,Lincoln,52016,7946,42404,1666,40833,3191,719,7273,0.032028607,null,null,6.04,0,0,0,90,63,0,0,2.666,0.815210704,0
8/14/2015,Outerbridge,43422,4998,36640,1784,40399,1252,1624,147,0.041085164,null,null,6.04,0,0,0,90,63,0,0,2.666,0.843811893,0
8/15/2015,Bayonne,7,1,6,0,7,0,0,0,0,null,null,7.38,0,0,0,94,68,0,0,2.666,0.857142857,0
8/15/2015,GWB Lower,66811,12632,50422,3757,66348,100,16,347,0.056233255,null,null,7.38,0,0,0,94,68,0,0,2.666,0.754696083,0
8/15/2015,GWB PIP,19798,2934,16175,689,19738,10,1,49,0.034801495,null,null,7.38,0,0,0,94,68,0,0,2.666,0.817001717,0
8/15/2015,GWB Upper,67959,19717,46499,1744,62350,1902,3006,701,0.025662532,null,null,7.38,0,0,0,94,68,0,0,2.666,0.684221369,0
8/15/2015,Goethals,46862,10089,35446,1327,45301,717,656,188,0.028317187,null,null,7.38,0,0,0,94,68,0,0,2.666,0.756391106,0
8/15/2015,Holland,44650,11291,32095,1264,43550,640,8,452,0.028309071,null,null,7.38,0,0,0,94,68,0,0,2.666,0.71881299,0
8/15/2015,Lincoln,54461,10813,42064,1584,49025,1197,347,3892,0.029085033,null,null,7.38,0,0,0,94,68,0,0,2.666,0.772369218,0
8/15/2015,Outerbridge,45258,6350,37166,1742,43875,569,633,181,0.038490433,null,null,7.38,0,0,0,94,68,0,0,2.666,0.821202881,0
8/16/2015,Bayonne,6101,1059,4890,152,6022,40,17,22,0.024913949,null,null,6.71,0.08,0,0,96,72,0,0,2.666,0.80150795,0
8/16/2015,GWB Lower,62240,11222,47700,3318,61864,72,11,293,0.053309769,null,null,6.71,0.08,0,0,96,72,0,0,2.666,0.766388175,0
8/16/2015,GWB PIP,25207,3366,20859,982,25130,10,1,66,0.038957432,null,null,6.71,0.08,0,0,96,72,0,0,2.666,0.827508232,0
8/16/2015,GWB Upper,69194,20304,47224,1666,65439,911,2141,703,0.024077232,null,null,6.71,0.08,0,0,96,72,0,0,2.666,0.682486921,0
8/16/2015,Goethals,46201,9279,35747,1175,45327,334,353,187,0.02543235,null,null,6.71,0.08,0,0,96,72,0,0,2.666,0.773727841,0
8/16/2015,Holland,43327,10439,31670,1218,42562,298,8,459,0.028111801,null,null,6.71,0.08,0,0,96,72,0,0,2.666,0.730952985,0
8/16/2015,Lincoln,57379,10850,45076,1453,53344,515,135,3385,0.025322853,null,null,6.71,0.08,0,0,96,72,0,0,2.666,0.785583576,0
8/16/2015,Outerbridge,47676,6526,39441,1709,46897,291,352,136,0.035846128,null,null,6.71,0.08,0,0,96,72,0,0,2.666,0.827271583,0
8/17/2015,Bayonne,5776,463,5153,160,5364,201,177,34,0.027700831,null,null,7.61,0,0,0,97,73,0,0,2.666,0.892139889,0
8/17/2015,GWB Lower,60601,8774,49138,2689,60087,146,17,351,0.044372205,null,null,7.61,0,0,0,97,73,0,0,2.666,0.810844706,0
